bank_name,bank_group,established_year,ownership_type,fiscal_year,total_deposits_crore,total_advances_crore,gross_npa_crore,net_npa_crore,gnpa_ratio_pct,nnpa_ratio_pct,cd_ratio_pct,return_on_assets_pct,return_on_equity_pct,net_profit_crore,provision_coverage_ratio_pct,risk_classification,deposit_yoy_growth_pct,credit_yoy_growth_pct,gnpa_yoy_change_pct
Indian Bank,Public Sector Banks,1907,Public,FY2019,45823.32,33863.43,3863.82,1212.31,11.41,3.58,73.9,0.22,2.66,80.65,68.62,Elevated Watch / High Risk,8.64,10.28,-0.65
Indian Bank,Public Sector Banks,1907,Public,FY2020,50058.78,35541.73,3550.62,1140.89,9.99,3.21,71.0,0.03,0.29,12.01,67.87,Elevated Watch / High Risk,9.24,4.96,-1.42
Indian Bank,Public Sector Banks,1907,Public,FY2021,54290.63,41803.79,3335.94,765.01,7.98,1.83,77.0,0.75,6.91,325.74,77.07,Elevated Watch / High Risk,8.45,17.62,-2.01
Indian Bank,Public Sector Banks,1907,Public,FY2022,56980.36,46666.91,3304.02,1129.34,7.08,2.42,81.9,0.71,7.5,323.65,65.82,Elevated Watch / High Risk,4.95,11.63,-0.9
Indian Bank,Public Sector Banks,1907,Public,FY2023,60996.84,42636.79,2208.59,613.97,5.18,1.44,69.9,1.02,9.33,497.73,72.2,Moderate Risk,7.05,-8.64,-1.9
Indian Bank,Public Sector Banks,1907,Public,FY2024,66849.77,46126.34,1738.96,604.26,3.77,1.31,69.0,1.33,16.73,711.28,65.25,Moderate Risk,9.6,8.18,-1.41
Indian Overseas Bank,Public Sector Banks,1937,Public,FY2018,42297.51,32315.3,4120.2,1027.63,12.75,3.18,76.4,0.08,0.96,27.07,75.06,Elevated Watch / High Risk,0.0,0.0,0.0
Indian Overseas Bank,Public Sector Banks,1937,Public,FY2019,45979.34,33518.94,3593.23,844.68,10.72,2.52,72.9,-0.2,-2.33,-73.57,76.49,Elevated Watch / High Risk,8.7,3.72,-2.03
Indian Overseas Bank,Public Sector Banks,1937,Public,FY2020,50631.15,39289.77,3610.73,884.02,9.19,2.25,77.6,0.22,2.78,89.11,75.52,Elevated Watch / High Risk,10.12,17.22,-1.53
Indian Overseas Bank,Public Sector Banks,1937,Public,FY2021,55163.03,41813.58,3253.1,978.44,7.78,2.34,75.8,0.34,3.9,150.04,69.92,Elevated Watch / High Risk,8.95,6.42,-1.41
Indian Overseas Bank,Public Sector Banks,1937,Public,FY2022,57906.94,42445.79,2771.71,738.56,6.53,1.74,73.3,0.33,3.12,152.87,73.35,Elevated Watch / High Risk,4.97,1.51,-1.25
Indian Overseas Bank,Public Sector Banks,1937,Public,FY2023,61897.01,43327.91,2703.66,901.22,6.24,2.08,70.0,0.33,6.61,321.86,66.67,Elevated Watch / High Risk,6.89,2.08,-0.29
Indian Overseas Bank,Public Sector Banks,1937,Public,FY2024,65915.82,50755.18,2014.98,487.25,3.97,0.96,77.0,1.37,15.83,722.44,75.82,Moderate Risk,6.49,17.14,-2.27
Indusind Bank Ltd.,Private Sector Banks,1994,Private,FY2018,30005.17,24094.15,1274.58,421.65,5.29,1.75,80.3,-0.34,-3.77,-81.61,66.92,Moderate Risk,0.0,0.0,0.0
Indusind Bank Ltd.,Private Sector Banks,1994,Private,FY2019,32352.87,25914.65,1389.03,321.34,5.36,1.24,80.1,-0.32,-3.53,-82.82,76.87,Moderate Risk,7.82,7.56,0.07
Indusind Bank Ltd.,Private Sector Banks,1994,Private,FY2020,34986.62,27989.3,1281.91,307.88,4.58,1.1,80.0,0.12,1.52,33.59,75.98,Moderate Risk,8.14,8.01,-0.78
Indusind Bank Ltd.,Private Sector Banks,1994,Private,FY2021,38597.34,30144.52,1284.16,370.78,4.26,1.23,78.1,0.64,7.4,197.62,71.13,Moderate Risk,10.32,7.7,-0.32
Indusind Bank Ltd.,Private Sector Banks,1994,Private,FY2022,41672.97,28504.31,1011.9,347.75,3.55,1.22,68.4,0.44,4.78,146.69,65.63,Moderate Risk,7.97,-5.44,-0.71
Indusind Bank Ltd.,Private Sector Banks,1994,Private,FY2023,44198.91,36022.11,1210.34,313.39,3.36,0.87,81.5,0.82,8.3,289.94,74.11,Moderate Risk,6.06,26.37,-0.19
Indusind Bank Ltd.,Private Sector Banks,1994,Private,FY2024,47648.29,38976.3,927.64,280.63,2.38,0.72,81.8,1.01,9.57,385.0,69.75,Prime / Low Risk,7.8,8.2,-0.98
Karnataka Gramin Bank,Regional Rural Banks,2019,RRB,FY2018,7856.35,6292.94,624.89,159.21,9.93,2.53,80.1,-0.32,-3.17,-20.11,74.52,Elevated Watch / High Risk,0.0,0.0,0.0
Karnataka Gramin Bank,Regional Rural Banks,2019,RRB,FY2019,8222.97,6068.55,509.76,123.8,8.4,2.04,73.8,0.1,1.15,6.58,75.71,Elevated Watch / High Risk,4.67,-3.57,-1.53
Karnataka Gramin Bank,Regional Rural Banks,2019,RRB,FY2020,8907.67,7028.15,565.77,127.91,8.05,1.82,78.9,-0.04,-0.42,-2.85,77.39,Elevated Watch / High Risk,8.33,15.81,-0.35
Karnataka Gramin Bank,Regional Rural Banks,2019,RRB,FY2021,9612.57,6805.7,509.75,140.2,7.49,2.06,70.8,0.51,4.76,39.22,72.5,Elevated Watch / High Risk,7.91,-3.17,-0.56
Karnataka Gramin Bank,Regional Rural Banks,2019,RRB,FY2022,11090.94,7608.38,461.07,105.0,6.06,1.38,68.6,0.89,9.27,78.97,77.23,Elevated Watch / High Risk,15.38,11.79,-1.43
Karnataka Gramin Bank,Regional Rural Banks,2019,RRB,FY2023,12342.76,10244.49,551.15,182.35,5.38,1.78,83.0,1.04,12.4,102.69,66.91,Moderate Risk,11.29,34.65,-0.68
Karnataka Gramin Bank,Regional Rural Banks,2019,RRB,FY2024,12489.5,9591.94,412.45,124.7,4.3,1.3,76.8,0.96,10.2,95.92,69.77,Moderate Risk,1.19,-6.37,-1.08
Karur Vysya Bank,Private Sector Banks,1916,Private,FY2018,29620.14,23814.59,1293.13,359.6,5.43,1.51,80.4,-0.35,-4.13,-82.94,72.19,Moderate Risk,0.0,0.0,0.0
Karur Vysya Bank,Private Sector Banks,1916,Private,FY2019,32119.34,26402.1,1441.55,327.39,5.46,1.24,82.2,-0.49,-5.59,-125.91,77.29,Moderate Risk,8.44,10.87,0.03
Karur Vysya Bank,Private Sector Banks,1916,Private,FY2020,35505.13,29043.2,1312.75,354.33,4.52,1.22,81.8,0.09,1.07,25.56,73.01,Moderate Risk,10.54,10.0,-0.94
Karur Vysya Bank,Private Sector Banks,1916,Private,FY2021,38914.13,28057.09,1111.06,288.99,3.96,1.03,72.1,0.2,2.02,62.26,73.99,Moderate Risk,9.6,-3.4,-0.56
Karur Vysya Bank,Private Sector Banks,1916,Private,FY2022,41864.16,29974.74,1148.03,395.67,3.83,1.32,71.6,0.76,6.97,254.53,65.53,Moderate Risk,7.58,6.83,-0.13
Karur Vysya Bank,Private Sector Banks,1916,Private,FY2023,44756.64,34954.94,1041.66,356.54,2.98,1.02,78.1,0.73,8.48,261.38,65.77,Prime / Low Risk,6.91,16.61,-0.85
Karur Vysya Bank,Private Sector Banks,1916,Private,FY2024,47151.38,32345.85,857.17,239.36,2.65,0.74,68.6,1.31,16.32,494.15,72.08,Prime / Low Risk,5.35,-7.46,-0.33
Kerala Gramin Bank,Regional Rural Banks,2013,RRB,FY2018,6624.83,4710.25,437.11,151.67,9.28,3.22,71.1,-0.29,-3.16,-15.37,65.3,Elevated Watch / High Risk,0.0,0.0,0.0
Kerala Gramin Bank,Regional Rural Banks,2013,RRB,FY2019,7356.56,5480.64,486.68,116.74,8.88,2.13,74.5,-0.03,-0.32,-1.77,76.01,Elevated Watch / High Risk,11.05,16.36,-0.4
Kerala Gramin Bank,Regional Rural Banks,2013,RRB,FY2020,8556.9,6503.24,449.37,104.05,6.91,1.6,76.0,0.16,1.56,10.95,76.85,Elevated Watch / High Risk,16.32,18.66,-1.97
Kerala Gramin Bank,Regional Rural Banks,2013,RRB,FY2021,8857.97,6041.14,402.34,108.74,6.66,1.8,68.2,0.45,4.08,31.89,72.97,Elevated Watch / High Risk,3.52,-7.11,-0.25
Kerala Gramin Bank,Regional Rural Banks,2013,RRB,FY2022,9489.44,7895.21,463.45,126.32,5.87,1.6,83.2,0.35,4.31,26.57,72.74,Moderate Risk,7.13,30.69,-0.79
Kerala Gramin Bank,Regional Rural Banks,2013,RRB,FY2023,10999.95,8689.96,477.08,162.5,5.49,1.87,79.0,0.8,9.16,70.4,65.94,Moderate Risk,15.92,10.07,-0.38
Kerala Gramin Bank,Regional Rural Banks,2013,RRB,FY2024,10983.04,7765.01,375.83,114.92,4.84,1.48,70.7,1.11,13.4,97.53,69.42,Moderate Risk,-0.15,-10.64,-0.65
Kotak Mahindra Bank Ltd.,Private Sector Banks,2003,Private,FY2018,29873.56,22225.93,1400.23,444.52,6.3,2.0,74.4,-0.14,-1.3,-33.46,68.25,Elevated Watch / High Risk,0.0,0.0,0.0
Kotak Mahindra Bank Ltd.,Private Sector Banks,2003,Private,FY2019,31806.38,21819.18,1165.14,268.38,5.34,1.23,68.6,0.18,1.7,45.8,76.97,Moderate Risk,6.47,-1.83,-0.96
Kotak Mahindra Bank Ltd.,Private Sector Banks,2003,Private,FY2020,35500.33,25347.24,1196.39,347.26,4.72,1.37,71.4,-0.11,-0.99,-31.24,70.97,Moderate Risk,11.61,16.17,-0.62
Kotak Mahindra Bank Ltd.,Private Sector Banks,2003,Private,FY2021,38816.0,31285.7,1342.16,425.49,4.29,1.36,80.6,0.39,4.0,121.11,68.3,Moderate Risk,9.34,23.43,-0.43
Kotak Mahindra Bank Ltd.,Private Sector Banks,2003,Private,FY2022,41626.49,32135.65,1160.1,295.65,3.61,0.92,77.2,0.64,7.51,213.13,74.52,Moderate Risk,7.24,2.72,-0.68
Kotak Mahindra Bank Ltd.,Private Sector Banks,2003,Private,FY2023,44950.39,30925.87,906.13,213.39,2.93,0.69,68.8,0.84,10.17,302.07,76.45,Prime / Low Risk,7.99,-3.76,-0.68
Kotak Mahindra Bank Ltd.,Private Sector Banks,2003,Private,FY2024,47684.45,38672.09,796.65,189.49,2.06,0.49,81.1,1.17,10.71,446.33,76.21,Prime / Low Risk,6.08,25.05,-0.87
Maharashtra Gramin Bank,Regional Rural Banks,2008,RRB,FY2018,7043.22,5909.26,524.74,120.55,8.88,2.04,83.9,-0.23,-2.52,-12.96,77.03,Elevated Watch / High Risk,0.0,0.0,0.0
Maharashtra Gramin Bank,Regional Rural Banks,2008,RRB,FY2019,7687.65,6419.19,523.81,129.03,8.16,2.01,83.5,0.09,1.01,5.54,75.37,Elevated Watch / High Risk,9.15,8.63,-0.72
Maharashtra Gramin Bank,Regional Rural Banks,2008,RRB,FY2020,8134.03,6067.99,469.06,125.61,7.73,2.07,74.6,0.24,2.24,15.62,73.22,Elevated Watch / High Risk,5.81,-5.47,-0.43
Maharashtra Gramin Bank,Regional Rural Banks,2008,RRB,FY2021,9617.87,7559.65,527.66,170.85,6.98,2.26,78.6,0.59,5.67,45.4,67.62,Elevated Watch / High Risk,18.24,24.58,-0.75
Maharashtra Gramin Bank,Regional Rural Banks,2008,RRB,FY2022,10697.23,7734.1,433.88,128.39,5.61,1.66,72.3,0.41,5.03,35.09,70.41,Moderate Risk,11.22,2.31,-1.37
Maharashtra Gramin Bank,Regional Rural Banks,2008,RRB,FY2023,11605.57,8982.71,495.85,171.57,5.52,1.91,77.4,0.89,11.32,82.63,65.4,Moderate Risk,8.49,16.14,-0.09
Maharashtra Gramin Bank,Regional Rural Banks,2008,RRB,FY2024,11920.62,8189.47,352.97,83.53,4.31,1.02,68.7,0.38,10.86,85.83,76.34,Moderate Risk,2.71,-8.83,-1.21
Prathama UP Gramin Bank,Regional Rural Banks,1975,RRB,FY2018,8253.87,5711.68,546.04,139.36,9.56,2.44,69.2,-0.32,-3.92,-21.13,74.48,Elevated Watch / High Risk,0.0,0.0,0.0
Prathama UP Gramin Bank,Regional Rural Banks,1975,RRB,FY2019,9327.96,7611.62,621.11,149.19,8.16,1.96,81.6,0.38,-1.62,-9.7,75.98,Elevated Watch / High Risk,13.01,33.26,-1.4
Prathama UP Gramin Bank,Regional Rural Banks,1975,RRB,FY2020,8239.05,6904.32,541.99,187.8,7.85,2.72,83.8,0.19,2.02,12.52,65.35,Elevated Watch / High Risk,-11.67,-9.29,-0.31
Prathama UP Gramin Bank,Regional Rural Banks,1975,RRB,FY2021,9695.04,7843.29,534.91,181.18,6.82,2.31,80.9,0.34,4.03,26.37,66.13,Elevated Watch / High Risk,17.67,13.6,-1.03
Prathama UP Gramin Bank,Regional Rural Banks,1975,RRB,FY2022,9906.28,7033.46,443.81,128.01,6.31,1.82,71.0,0.62,7.0,49.14,71.16,Elevated Watch / High Risk,2.18,-10.33,-0.51
Prathama UP Gramin Bank,Regional Rural Banks,1975,RRB,FY2023,10444.6,8178.12,439.98,148.84,5.38,1.82,78.3,0.86,10.43,71.86,66.17,Moderate Risk,5.43,16.27,-0.93
Prathama UP Gramin Bank,Regional Rural Banks,1975,RRB,FY2024,12142.91,9665.76,443.66,112.12,4.59,1.16,79.6,0.99,9.24,96.17,74.73,Moderate Risk,16.26,18.19,-0.79
Punjab & Sind Bank,Public Sector Banks,1908,Public,FY2018,42622.82,32947.44,4398.48,1021.37,13.35,3.1,77.3,-0.21,-2.34,-71.61,76.78,Elevated Watch / High Risk,0.0,0.0,0.0
Punjab & Sind Bank,Public Sector Banks,1908,Public,FY2019,45957.24,37133.45,4337.19,1013.74,11.68,2.73,80.8,0.1,1.15,36.77,76.63,Elevated Watch / High Risk,7.82,12.71,-1.67
Punjab & Sind Bank,Public Sector Banks,1908,Public,FY2020,50354.34,41844.46,3991.96,1108.88,9.54,2.65,83.1,0.1,1.3,40.28,72.22,Elevated Watch / High Risk,9.57,12.69,-2.14
Punjab & Sind Bank,Public Sector Banks,1908,Public,FY2021,54623.96,45283.26,3224.17,851.33,7.12,1.88,82.9,0.41,4.77,179.17,73.6,Elevated Watch / High Risk,8.48,8.22,-2.42
Punjab & Sind Bank,Public Sector Banks,1908,Public,FY2022,57492.86,46051.78,3283.49,999.32,7.13,2.17,80.1,0.75,9.29,344.96,69.57,Elevated Watch / High Risk,5.25,1.7,0.01
Punjab & Sind Bank,Public Sector Banks,1908,Public,FY2023,61056.1,43105.61,2349.26,659.52,5.45,1.53,70.6,0.92,8.55,449.37,71.93,Moderate Risk,6.2,-6.4,-1.68
Punjab & Sind Bank,Public Sector Banks,1908,Public,FY2024,65620.28,47312.22,2214.21,534.63,4.68,1.13,72.1,1.35,12.8,708.7,75.85,Moderate Risk,7.48,9.76,-0.77
Punjab National Bank,Public Sector Banks,1894,Public,FY2018,82303.72,59423.29,7154.56,2460.12,12.04,4.14,72.2,-0.09,-0.97,-59.26,65.61,Elevated Watch / High Risk,0.0,0.0,0.0
Punjab National Bank,Public Sector Banks,1894,Public,FY2019,90342.83,63872.38,7000.41,1839.52,10.96,2.88,70.7,0.15,1.79,108.41,73.72,Elevated Watch / High Risk,9.77,7.49,-1.08
Punjab National Bank,Public Sector Banks,1894,Public,FY2020,97508.16,70693.42,7302.63,2516.69,10.33,3.56,72.5,-0.12,-1.12,-93.61,65.54,Elevated Watch / High Risk,7.93,10.68,-0.63
Punjab National Bank,Public Sector Banks,1894,Public,FY2021,105368.47,71861.3,5871.07,1358.18,8.17,1.89,68.2,0.26,2.66,219.17,76.87,Elevated Watch / High Risk,8.06,1.65,-2.16
Punjab National Bank,Public Sector Banks,1894,Public,FY2022,112680.14,93186.48,6327.36,1481.67,6.79,1.59,82.7,0.44,4.47,396.63,76.58,Elevated Watch / High Risk,6.94,29.68,-1.38
Punjab National Bank,Public Sector Banks,1894,Public,FY2023,122539.02,86757.63,4884.45,1440.18,5.63,1.66,70.8,0.71,8.09,696.02,70.52,Moderate Risk,8.75,-6.9,-1.16
Punjab National Bank,Public Sector Banks,1894,Public,FY2024,130405.81,93109.75,3836.12,1135.94,4.12,1.22,71.4,1.19,12.68,1241.46,70.39,Moderate Risk,6.42,7.32,-1.51
RBL Bank Ltd.,Private Sector Banks,1943,Private,FY2018,29220.4,19928.31,1106.02,253.09,5.55,1.27,68.2,-0.33,-4.25,-77.14,77.12,Moderate Risk,0.0,0.0,0.0
RBL Bank Ltd.,Private Sector Banks,1943,Private,FY2019,33389.44,25042.08,1222.05,370.62,4.88,1.48,75.0,-0.26,-2.37,-69.45,69.67,Moderate Risk,14.27,25.66,-0.67
RBL Bank Ltd.,Private Sector Banks,1943,Private,FY2020,35697.52,27201.51,992.86,244.81,3.65,0.9,76.2,0.28,2.91,79.96,75.34,Moderate Risk,6.91,8.62,-1.23
RBL Bank Ltd.,Private Sector Banks,1943,Private,FY2021,39532.79,32337.82,1312.92,339.55,4.06,1.05,81.8,0.16,1.45,50.6,74.14,Moderate Risk,10.74,18.88,0.41
RBL Bank Ltd.,Private Sector Banks,1943,Private,FY2022,41506.52,28888.54,898.43,309.11,3.11,1.07,69.6,0.74,7.84,245.72,65.59,Moderate Risk,4.99,-10.67,-0.95
RBL Bank Ltd.,Private Sector Banks,1943,Private,FY2023,43927.15,31276.13,822.56,250.21,2.63,0.8,71.2,0.93,10.27,326.82,69.58,Prime / Low Risk,5.83,8.26,-0.48
RBL Bank Ltd.,Private Sector Banks,1943,Private,FY2024,46961.66,37381.48,1042.94,340.17,2.79,0.91,79.6,1.09,11.61,409.51,67.38,Prime / Low Risk,6.91,19.52,0.16
Standard Chartered Bank,Foreign Banks,1858,Foreign,FY2018,17587.63,12592.74,449.56,142.3,3.57,1.13,71.6,-0.54,-5.6,-75.98,68.35,Moderate Risk,0.0,0.0,0.0
Standard Chartered Bank,Foreign Banks,1858,Foreign,FY2019,19639.55,14474.35,519.63,166.46,3.59,1.15,73.7,-0.06,-0.6,-9.43,67.97,Moderate Risk,11.67,14.94,0.02
Standard Chartered Bank,Foreign Banks,1858,Foreign,FY2020,21414.13,14925.65,526.88,123.88,3.53,0.83,69.7,0.33,3.77,56.53,76.49,Moderate Risk,9.04,3.12,-0.06
Standard Chartered Bank,Foreign Banks,1858,Foreign,FY2021,23509.0,17044.02,402.24,126.13,2.36,0.74,72.5,0.6,6.52,112.84,68.64,Prime / Low Risk,9.78,14.19,-1.17
Standard Chartered Bank,Foreign Banks,1858,Foreign,FY2022,25243.4,17367.46,413.35,121.57,2.38,0.7,68.8,0.43,9.01,179.73,70.59,Prime / Low Risk,7.38,1.9,0.02
Standard Chartered Bank,Foreign Banks,1858,Foreign,FY2023,27257.89,22651.31,339.77,95.14,1.5,0.42,83.1,0.99,9.48,215.88,72.0,Prime / Low Risk,7.98,30.42,-0.88
Standard Chartered Bank,Foreign Banks,1858,Foreign,FY2024,27916.16,19513.4,419.54,132.69,2.15,0.68,69.9,0.43,13.56,243.43,68.37,Prime / Low Risk,2.41,-13.85,0.65
State Bank Of India,Public Sector Banks,1955,Public,FY2018,180217.28,133721.22,15364.57,4038.38,11.49,3.02,74.2,-0.33,-3.4,-475.77,73.72,Elevated Watch / High Risk,0.0,0.0,0.0
State Bank Of India,Public Sector Banks,1955,Public,FY2019,197948.18,144106.28,15549.07,5216.65,10.79,3.62,72.8,-0.26,-3.18,-411.73,66.45,Elevated Watch / High Risk,9.84,7.77,-0.7
State Bank Of India,Public Sector Banks,1955,Public,FY2020,213954.84,145703.25,13885.52,4050.55,9.53,2.78,68.1,0.33,3.65,564.84,70.83,Elevated Watch / High Risk,8.09,1.11,-1.26
State Bank Of India,Public Sector Banks,1955,Public,FY2021,231194.83,184955.86,14833.46,4069.03,8.02,2.2,80.0,0.31,4.0,573.36,72.57,Elevated Watch / High Risk,8.06,26.94,-1.51
State Bank Of India,Public Sector Banks,1955,Public,FY2022,247571.8,205484.59,14466.12,3205.56,7.04,1.56,83.0,0.48,4.71,950.68,77.84,Elevated Watch / High Risk,7.08,11.1,-0.98
State Bank Of India,Public Sector Banks,1955,Public,FY2023,265553.96,202883.23,9697.82,2576.62,4.78,1.27,76.4,1.02,13.17,2166.92,73.43,Moderate Risk,7.26,-1.27,-2.26
State Bank Of India,Public Sector Banks,1955,Public,FY2024,283029.43,200384.84,8115.59,2404.62,4.05,1.2,70.8,1.32,16.23,2988.79,70.37,Moderate Risk,6.58,-1.23,-0.73
Uco Bank,Public Sector Banks,1943,Public,FY2018,41155.38,29755.34,3570.64,883.73,12.0,2.97,72.3,-0.45,-5.81,-148.16,75.25,Elevated Watch / High Risk,0.0,0.0,0.0
Uco Bank,Public Sector Banks,1943,Public,FY2019,45560.8,34489.53,3624.85,1269.21,10.51,3.68,75.7,-0.26,-2.62,-94.77,64.99,Elevated Watch / High Risk,10.7,15.91,-1.49
Uco Bank,Public Sector Banks,1943,Public,FY2020,50313.22,38439.3,4086.1,1291.56,10.63,3.36,76.4,0.05,0.61,20.13,68.39,Elevated Watch / High Risk,10.43,11.45,0.12
Uco Bank,Public Sector Banks,1943,Public,FY2021,53594.92,44698.16,3982.61,947.6,8.91,2.12,83.4,0.21,2.22,90.04,76.21,Elevated Watch / High Risk,6.52,16.28,-1.72
Uco Bank,Public Sector Banks,1943,Public,FY2022,57889.32,39827.85,2365.77,553.61,5.94,1.39,68.8,0.36,4.23,166.72,76.6,Moderate Risk,8.01,-10.9,-2.97
Uco Bank,Public Sector Banks,1943,Public,FY2023,61595.45,49707.53,2743.86,929.53,5.52,1.87,80.7,1.02,10.67,502.62,66.12,Moderate Risk,6.4,24.81,-0.42
Uco Bank,Public Sector Banks,1943,Public,FY2024,65723.27,51132.7,2111.78,669.84,4.13,1.31,77.8,1.05,11.52,552.08,68.28,Moderate Risk,6.7,2.87,-1.39
Union Bank Of India,Public Sector Banks,1919,Public,FY2018,42089.28,33629.33,4183.49,928.17,12.44,2.76,79.9,-0.66,-7.87,-222.23,77.81,Elevated Watch / High Risk,0.0,0.0,0.0
Union Bank Of India,Public Sector Banks,1919,Public,FY2019,45404.3,31056.54,3236.09,1111.82,10.42,3.58,68.4,-0.14,-1.5,-50.85,65.64,Elevated Watch / High Risk,7.88,-7.65,-2.02
Union Bank Of India,Public Sector Banks,1919,Public,FY2020,50049.41,41490.96,4169.84,1058.02,10.05,2.55,82.9,0.05,0.49,20.02,74.63,Elevated Watch / High Risk,10.23,33.6,-0.37
Union Bank Of India,Public Sector Banks,1919,Public,FY2021,54014.78,43697.96,3648.78,812.78,8.35,1.86,80.9,0.33,4.25,142.6,77.72,Elevated Watch / High Risk,7.92,5.32,-1.7
Union Bank Of India,Public Sector Banks,1919,Public,FY2022,58587.04,44233.22,3122.87,791.77,7.06,1.79,75.5,0.59,6.0,276.53,74.65,Elevated Watch / High Risk,8.46,1.22,-1.29
Union Bank Of India,Public Sector Banks,1919,Public,FY2023,62282.68,42788.2,2588.69,646.1,6.05,1.51,68.7,0.92,10.17,458.4,75.04,Elevated Watch / High Risk,6.31,-3.27,-1.01
Union Bank Of India,Public Sector Banks,1919,Public,FY2024,66344.57,47502.71,1790.85,532.03,3.77,1.12,71.6,1.21,13.36,642.22,70.29,Moderate Risk,6.52,11.02,-2.28
Yes Bank Ltd.,Private Sector Banks,2004,Private,FY2018,29959.89,20642.36,1056.89,355.05,5.12,1.72,68.9,-0.19,-2.43,-45.54,66.41,Moderate Risk,0.0,0.0,0.0
Yes Bank Ltd.,Private Sector Banks,2004,Private,FY2019,32800.92,26962.36,1321.16,374.78,4.9,1.39,82.2,-0.2,-2.08,-52.48,71.63,Moderate Risk,9.48,30.62,-0.22
Yes Bank Ltd.,Private Sector Banks,2004,Private,FY2020,35926.67,27340.2,1440.83,475.72,5.27,1.74,76.1,0.19,2.39,54.61,66.98,Moderate Risk,9.53,1.4,0.37
Yes Bank Ltd.,Private Sector Banks,2004,Private,FY2021,38992.45,29244.34,1117.13,295.37,3.82,1.01,75.0,0.36,4.17,112.3,73.56,Moderate Risk,8.53,6.96,-1.45
Yes Bank Ltd.,Private Sector Banks,2004,Private,FY2022,42192.46,32150.65,1253.88,276.5,3.9,0.86,76.2,0.83,9.75,280.16,77.95,Moderate Risk,8.21,9.94,0.08
Yes Bank Ltd.,Private Sector Banks,2004,Private,FY2023,44516.51,35435.14,1165.82,368.53,3.29,1.04,79.6,0.79,7.25,281.34,68.39,Moderate Risk,5.51,10.22,-0.61
Yes Bank Ltd.,Private Sector Banks,2004,Private,FY2024,47379.55,39609.3,1014.0,289.15,2.56,0.73,83.6,1.09,14.12,413.15,71.48,Prime / Low Risk,6.43,11.78,-0.73
